Coordinates,Name,Type,Address,Opening Hours,Cuisine_1,Cuisine_2,Street,Bezirk,PLZ
"[52.54881, 13.59287]",Eiche Grill & Asia Bistro,Snacks/Fast food,Landsberger Chaussee 14A EicheSüd 16356 Ahrensfelde,,American,Barbecue,Landsberger Chaussee 14A,EicheSüd,16356
"[52.54888, 13.59676]",Das Restaurant,Restaurant,Landsberger Chaussee 17 EicheSüd 16356 Ahrensfelde,Mon-Sat: 07:30 - 20:00,Brunch,German,Landsberger Chaussee 17,EicheSüd,16356
"[52.54867, 13.59381]",BURGER KING,Snacks/Fast food,Landsberger Chaussee 15 EicheSüd 16356 Ahrensfelde,,American,Burgers,Landsberger Chaussee 15,EicheSüd,16356
"[52.54177, 13.6032]",Fisch Frank,Restaurant,Stendaler Straße Hellersdorf 12627 Berlin,,Seafood,,Stendaler Straße,Hellersdorf,12627
"[52.53816, 13.60287]",Domino's Pizza,Restaurant,FritzLangStraße 8 Hellersdorf 12627 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,,FritzLangStraße 8,Hellersdorf,12627
"[52.53938, 13.60793]",Call A Pizza,Restaurant,Quedlinburger Straße 16 Hellersdorf 12627 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,Italian,Quedlinburger Straße 16,Hellersdorf,12627
"[52.53772, 13.60334]",La Paz,Restaurant,KurtWeillGasse 7 Hellersdorf 12627 Berlin,"Mon-Thu, Sun: 10:00 - 00:00, 10:00 - 12:00 Fri, Sat: 10:00 - 01:00, 10:00 - 13:00",Tapas,American,KurtWeillGasse 7,Hellersdorf,12627
"[52.53802, 13.6033]",Dal Vino,Restaurant,LilDagoverGasse 1 Hellersdorf 12627 Berlin,"Mon-Thu: 11:00 - 22:00 Fri, Sat: 11:00 - 23:00 Sun: 12:00 - 21:00",Italian,,LilDagoverGasse 1,Hellersdorf,12627
"[52.549423, 13.600044]",Dehning Heideschlachter,Restaurant,Verbindungsweg EicheSüd 16356 Ahrensfelde,,,,Verbindungsweg,EicheSüd,16356
"[52.53684, 13.58719]",Amaretto Tre,Restaurant,Suhler Straße 40 Hellersdorf 12629 Berlin,"Mon-Thu, Sun: 11:00 - 23:59 Fri, Sat: 11:00 - 13:00",German,Pizza,Suhler Straße 40,Hellersdorf,12629
"[52.54151, 13.60679]",China Restaurant Hui Feng,Restaurant,Hellersdorfer Promenade 24 Hellersdorf 12627 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Chinese,Hellersdorfer Promenade 24,Hellersdorf,12627
"[52.53935, 13.60329]",Bica Billard & Cafe,Going Out,Stendaler Straße 29 Hellersdorf 12627 Berlin,"Mon-Thu, Sun: 11:00 - 03:00 Fri, Sat: 11:00 - 04:00",American,German,Stendaler Straße 29,Hellersdorf,12627
"[52.53821, 13.6041]",LOTUS Buffet,Restaurant,Stendaler Straße 25 Hellersdorf 12627 Berlin,Mon-Sun: 11:30 - 22:30,Asian,,Stendaler Straße 25,Hellersdorf,12627
"[52.5361, 13.60956]",Die Kiste,Cinema,Heidenauer Straße 10 Hellersdorf 12627 Berlin,Mon-Sun: 14:00 - 21:30,,,Heidenauer Straße 10,Hellersdorf,12627
"[52.53709, 13.60282]",Syrtaki,Restaurant,FritzLangStraße 5 Hellersdorf 12627 Berlin,Mon-Sun: 11:00 - 23:59,Greek,International,FritzLangStraße 5,Hellersdorf,12627
"[52.53967, 13.60663]",Citygrill Hellersdorf,Restaurant,Hellersdorfer Promenade 1A Hellersdorf 12627 Berlin,,,,Hellersdorfer Promenade 1A,Hellersdorf,12627
"[52.5372, 13.60728]",Helle Bistro,Bar/Pub,LyonelFeiningerStraße 1 Hellersdorf 12627 Berlin,,,,LyonelFeiningerStraße 1,Hellersdorf,12627
"[52.5372, 13.60728]",Yogi-Haus,Restaurant,LyonelFeiningerStraße 1 Hellersdorf 12627 Berlin,Mon-Sun: 12:00 - 22:00,Asian,International,LyonelFeiningerStraße 1,Hellersdorf,12627
"[52.54213, 13.60673]",De Camora,Going Out,Tangermünder Straße Hellersdorf 12627 Berlin,,,,Tangermünder Straße,Hellersdorf,12627
"[52.53933, 13.60735]",Sushi For You Hellersdorf,Restaurant,Quedlinburger Straße 12 Hellersdorf 12627 Berlin,,Asian,Japanese - Sushi,Quedlinburger Straße 12,Hellersdorf,12627
"[52.53808, 13.6071]",Cam Ly Bistro,Snacks/Fast food,LyonelFeiningerStraße 7 Hellersdorf 12627 Berlin,,Asian,,LyonelFeiningerStraße 7,Hellersdorf,12627
"[52.53771, 13.60505]",Avci,Restaurant,Stendaler Straße 24 Hellersdorf 12627 Berlin,Mon-Sat: 10:00 - 20:00,Turkish,,Stendaler Straße 24,Hellersdorf,12627
"[52.53771, 13.60505]",Quynh Asia / Quynh Bubble Tea,Restaurant,Stendaler Straße 24 Hellersdorf 12627 Berlin,,Asian,,Stendaler Straße 24,Hellersdorf,12627
"[52.53771, 13.60505]",Pizzeria la Rosa,Restaurant,Stendaler Straße 24 Hellersdorf 12627 Berlin,,Pizza,,Stendaler Straße 24,Hellersdorf,12627
"[52.53821, 13.6041]",Coconut Bar,Bar/Pub,Stendaler Straße 25 Hellersdorf 12627 Berlin,,,,Stendaler Straße 25,Hellersdorf,12627
"[52.53165, 13.59114]",Wolke sieben,Restaurant,Hellersdorfer Straße 159 Hellersdorf 12619 Berlin,Mon-Sun: 10:00 - 17:00,Soup,Natural/Healthy,Hellersdorfer Straße 159,Hellersdorf,12619
"[52.53477, 13.60734]",Yoko Sushi Hellersdorf,Restaurant,Heidenauer Straße 25 Hellersdorf 12627 Berlin,Mon-Sun: 11:00 - 22:00,Asian,Japanese - Sushi,Heidenauer Straße 25,Hellersdorf,12627
"[52.53155, 13.60425]",Pizza Max,Restaurant,Stollberger Straße 43 Hellersdorf 12627 Berlin,Mon-Sun: 11:00 - 22:30,Pizza,Italian,Stollberger Straße 43,Hellersdorf,12627
"[52.55, 13.57871]",Han Han Tran Bambusstäbchen,Restaurant,Brodowiner Ring 8 Marzahn 12679 Berlin,Mon-Sun: 11:00 - 22:30,Asian,Japanese - Sushi,Brodowiner Ring 8,Marzahn,12679
"[52.53985, 13.57666]",Chinesisches Teehaus,Restaurant,Eisenacher Straße 99 Marzahn 12685 Berlin,,Asian,Chinese,Eisenacher Straße 99,Marzahn,12685
"[52.53162, 13.60303]",Janny's Eis,Restaurant,Schneeberger Straße 9 Hellersdorf 12627 Berlin,,Ice cream,,Schneeberger Straße 9,Hellersdorf,12627
"[52.535, 13.60812]",Stradivari,Restaurant,Heidenauer Straße 17 Hellersdorf 12627 Berlin,"Tue-Fri: 15:00 - 23:00 Sat, Sun: 11:00 - 23:00",Pizza,Italian,Heidenauer Straße 17,Hellersdorf,12627
"[52.53206, 13.60396]",Café E,Restaurant,Stollberger Straße 51 Hellersdorf 12627 Berlin,,German,,Stollberger Straße 51,Hellersdorf,12627
"[52.53985, 13.57666]",Tsingtao Pavillon,Restaurant,Eisenacher Straße 99 Marzahn 12685 Berlin,,Asian,Chinese,Eisenacher Straße 99,Marzahn,12685
"[52.48689, 13.56065]",Zur Grünen Aue,Restaurant,Köpenicker Straße 189 Biesdorf 12683 Berlin,Mon-Sat: 17:00 - 00:00,German,,Köpenicker Straße 189,Biesdorf,12683
"[52.48784, 13.56077]",Ristorante Rossini,Restaurant,Köpenicker Straße 181 Biesdorf 12683 Berlin,Mon-Sun: 11:00 - 12:00,Asian,Italian,Köpenicker Straße 181,Biesdorf,12683
"[52.49282, 13.53402]",Hofgarten zur Seerose,Restaurant,RobertSiewertStraße 67 Karlshorst 10318 Berlin,Tue-Sun: 11:30 - 21:00,German,,RobertSiewertStraße 67,Karlshorst,10318
"[52.478101, 13.541447]",Gaststätte Floratreff,Restaurant,Hasensprung 29 Karlshorst 10318 Berlin,"Wed, Thu: 15:00 - 22:00 Fri-Sun: 12:00 - 22:00",German,,Hasensprung 29,Karlshorst,10318
"[52.48643, 13.52655]",Wernesgruner Bierstube,Restaurant,Treskowallee 68 Karlshorst 10318 Berlin,"Mon-Sat: 12:00 - 00:00, 12:00 - 00:00, 12:00 - 23:59 Sun: 11:30 - 23:59",German,European,Treskowallee 68,Karlshorst,10318
"[52.48578, 13.52701]",Cafe Trebo,Restaurant,Treskowallee 75 Karlshorst 10318 Berlin,Mon-Sat: 13:00 - 18:00 Sun: 10:00 - 18:00,Ice cream,,Treskowallee 75,Karlshorst,10318
"[52.48328, 13.52554]",Mia Mambo Plus,Restaurant,Treskowallee 102 Karlshorst 10318 Berlin,Mon-Sat: 10:00 - 23:59 Sun: 10:00 - 03:00,,,Treskowallee 102,Karlshorst,10318
"[52.4842, 13.52651]",La Cielo,Restaurant,Treskowallee 89 Karlshorst 10318 Berlin,"Mon-Thu: 16:00 - 23:00 Fri, Sat: 12:00 - 00:00 Sun: 12:00 - 23:00",Steak,Pizza,Treskowallee 89,Karlshorst,10318
"[52.47969, 13.53034]",China-Garden,Restaurant,Stolzenfelsstraße 11 Karlshorst 10318 Berlin,,Asian,Chinese,Stolzenfelsstraße 11,Karlshorst,10318
"[52.48685, 13.52734]",Steakhaus Barbecue,Restaurant,Treskowallee 65 Karlshorst 10318 Berlin,Mon-Sun: 11:30 - 00:00,Grill,Argentinean,Treskowallee 65,Karlshorst,10318
"[52.4832, 13.52385]",Restaurant Gundelfinger,Restaurant,Gundelfinger Straße 52 Karlshorst 10318 Berlin,Mon-Fri: 10:00 - 23:00,German,,Gundelfinger Straße 52,Karlshorst,10318
"[52.48164, 13.52592]",Eiskaffee Familato,Restaurant,Stolzenfelsstraße 1 Karlshorst 10318 Berlin,,Pizza,Italian,Stolzenfelsstraße 1,Karlshorst,10318
"[52.48287, 13.52638]",Gino,Restaurant,Rheinsteinstraße 1 Karlshorst 10318 Berlin,Mon-Sat: 11:00 - 23:00 Sun: 11:00 - 22:00,Pizza,European,Rheinsteinstraße 1,Karlshorst,10318
"[52.48344, 13.52283]",B‘Steck,Restaurant,Dönhoffstraße 7 Karlshorst 10318 Berlin,Tue-Thu: 11:00 - 18:00 Fri: 11:00 - 22:00 Sat: 14:00 - 23:00 Sun: 10:00 - 15:00,Brunch,Mediterranean,Dönhoffstraße 7,Karlshorst,10318
"[52.48897, 13.52508]",India Haus,Restaurant,Hönower Straße 11 Karlshorst 10318 Berlin,Mon-Sun: 12:00 - 23:00,Asian,Indian,Hönower Straße 11,Karlshorst,10318
"[52.48156, 13.52564]",Fatih Servet,Restaurant,Treskowallee 113 Karlshorst 10318 Berlin,,Turkish,,Treskowallee 113,Karlshorst,10318
"[52.48101, 13.52366]",Syrtaki Karlshorst,Restaurant,Wandlitzstraße 10 Karlshorst 10318 Berlin,"Mon-Fri: 17:00 - 23:59 Sat, Sun: 11:30 - 23:59",Greek,International,Wandlitzstraße 10,Karlshorst,10318
"[52.48178, 13.52574]",Havanna Bar,Restaurant,Treskowallee 111 Karlshorst 10318 Berlin,Mon-Sun: 12:00 - 16:00,International,Cuban,Treskowallee 111,Karlshorst,10318
"[52.47843, 13.52492]",Albers - das Sportrestaurant,Restaurant,Treskowallee 129 Karlshorst 10318 Berlin,Mon-Thu: 12:00 - 23:00 Fri: 12:00 - 22:30 Sat: 10:30 - 23:00 Sun: 10:30 - 21:00,German,International,Treskowallee 129,Karlshorst,10318
"[52.48036, 13.52442]",Kawi,Restaurant,Wandlitzstraße 3 Karlshorst 10318 Berlin,Mon-Sat: 09:00 - 20:00 Sun: 10:00 - 20:00,Brunch,,Wandlitzstraße 3,Karlshorst,10318
"[52.48164, 13.52592]",Trattoria Il Gattopardo,Restaurant,Stolzenfelsstraße 1 Karlshorst 10318 Berlin,Mon-Sat: 11:00 - 23:00 Sun: 10:00 - 23:00,Pizza,Italian,Stolzenfelsstraße 1,Karlshorst,10318
"[52.4842, 13.52651]",Restaurant Yerevan,Restaurant,Treskowallee 89 Karlshorst 10318 Berlin,,,,Treskowallee 89,Karlshorst,10318
"[52.48013, 13.52474]",Thai A Dong Sushi Bar,Restaurant,Treskowallee 116 Karlshorst 10318 Berlin,Mon-Sun: 11:00 - 22:00,Asian,Japanese - Sushi,Treskowallee 116,Karlshorst,10318
"[52.48967, 13.52818]",Pizzastation Karlshorst,Restaurant,Treskowallee 31 Karlshorst 10318 Berlin,Mon-Sun: 11:00 - 22:00,Pizza,Italian,Treskowallee 31,Karlshorst,10318
"[52.48223, 13.52587]",Bambus Imbiss,Restaurant,Treskowallee 107 Karlshorst 10318 Berlin,Mon-Fri: 10:30 - 20:00 Sat: 11:00 - 16:00,Asian,Chinese,Treskowallee 107,Karlshorst,10318
"[52.48344, 13.52283]",Dampf und Zucker,Restaurant,Dönhoffstraße 7 Karlshorst 10318 Berlin,Mon-Fri: 11:30 - 18:00,Soup,,Dönhoffstraße 7,Karlshorst,10318
"[52.47969, 13.53034]",Harmonie Restaurant Karlshorst,Restaurant,Stolzenfelsstraße 11 Karlshorst 10318 Berlin,Tue-Sun: 11:30 - 22:00,Chinese - Cantonese,Asian,Stolzenfelsstraße 11,Karlshorst,10318
"[52.48079, 13.52344]",Prinzeneis,Food & Drink,Wandlitzstraße 9 Karlshorst 10318 Berlin,Mon-Sun: 12:00 - 19:00,Ice cream,,Wandlitzstraße 9,Karlshorst,10318
"[52.48328, 13.52554]",Mia Mambo,Bar/Pub,Treskowallee 102 Karlshorst 10318 Berlin,"Mon-Thu, Sun: 14:00 - 02:00, 14:00 - 02:00 Fri, Sat: 14:00 - 04:00, 14:00 - 04:00",German,Italian,Treskowallee 102,Karlshorst,10318
"[52.5763, 13.34955]",Gaststatte Latichte,Restaurant,AltReinickendorf 29 Reinickendorf 13407 Berlin,Mon-Sat: 16:00 - 23:59,German,,AltReinickendorf 29,Reinickendorf,13407
"[52.57545, 13.34722]",Restaurant im Paracelsusbad,Restaurant,Roedernallee 200 Reinickendorf 13407 Berlin,"Mon: 09:00 - 14:00 Tue, Wed, Fri: 08:00 - 18:00 Thu: 09:00 - 18:00 Sat: 08:00 - 14:00",German,,Roedernallee 200,Reinickendorf,13407
"[52.573654, 13.350997]",Femo Döner & Burger,Restaurant,Lindauer Allee 37 Reinickendorf 13407 Berlin,,Burgers,,Lindauer Allee 37,Reinickendorf,13407
"[52.5759, 13.35025]",Pizza Coach,Restaurant,AltReinickendorf 28 Reinickendorf 13407 Berlin,,Pizza,,AltReinickendorf 28,Reinickendorf,13407
"[52.58101, 13.34591]",Call A Pizza Berlin Reinickendorf,Restaurant,Roedernallee 17 Wittenau 13407 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,,Roedernallee 17,Wittenau,13407
"[52.57445, 13.35862]",The My Moon Restaurant & Lounge,Restaurant,AltReinickendorf 3 Reinickendorf 13407 Berlin,"Mon-Sun: 10:00 - 00:00, 10:00 - 00:00",Hot Dogs,Grill,AltReinickendorf 3,Reinickendorf,13407
"[52.580163, 13.343506]",Billard Café Break,Sport Facility/Venue,Thyssenstraße Reinickendorf 13407 Berlin,"Mon-Fri: 14:00 - 00:00 Sat, Sun: 12:00 - 00:00",,,Thyssenstraße,Reinickendorf,13407
"[52.5744, 13.35972]",Fly-In,Restaurant,Klemkestraße 1 Reinickendorf 13409 Berlin,Mon-Thu: 12:00 - 04:00 Fri: 10:00 - 00:00 Sat: 01:00 - 00:00 Sun: 01:00 - 04:00,,,Klemkestraße 1,Reinickendorf,13409
"[52.57136, 13.36067]",Gottfrieds Hähnchengrill,Snacks/Fast food,Residenzstraße 141 Reinickendorf 13409 Berlin,,Chicken,,Residenzstraße 141,Reinickendorf,13409
"[52.57052, 13.36049]",Eis Mastro,Food & Drink,Residenzstraße 19 Reinickendorf 13409 Berlin,,Ice cream,,Residenzstraße 19,Reinickendorf,13409
"[52.57072, 13.36128]",Pho To,Restaurant,Emmentaler Straße 91 Reinickendorf 13409 Berlin,"Tue, Thu, Fri: 11:00 - 21:45 Wed, Sat, Sun: 12:00 - 21:45",Asian,Japanese - Sushi,Emmentaler Straße 91,Reinickendorf,13409
"[52.56889, 13.36196]",Longlihouse,Restaurant,Residenzstraße 130 Reinickendorf 13409 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Chinese,Residenzstraße 130,Reinickendorf,13409
"[52.57078, 13.36097]",Curry51,Restaurant,Residenzstraße 138 Reinickendorf 13409 Berlin,,German,,Residenzstraße 138,Reinickendorf,13409
"[52.5743, 13.33589]",Das Löffelhaus,Restaurant,Pfifferlingweg 7 Reinickendorf 13403 Berlin,"Tue, Sat, Sun: 10:00 - 23:00 Wed, Thu: 18:00 - 12:00 Fri: 18:00 - 14:00",,,Pfifferlingweg 7,Reinickendorf,13403
"[52.57374, 13.3552]",Shin Ya,Restaurant,Lindauer Allee 20 Reinickendorf 13407 Berlin,"Mon, Tue, Thu-Sun: 12:00 - 22:30 Wed: 12:00 - 17:00",Chinese - Cantonese,Asian,Lindauer Allee 20,Reinickendorf,13407
"[52.58121, 13.34459]",Bubbles Lounge,Going Out,Roedernallee 167 Wittenau 13407 Berlin,"Mon-Thu, Sun: 15:00 - 01:00, 15:00 - 01:00 Fri, Sat: 14:00 - 02:00, 14:00 - 02:00",,,Roedernallee 167,Wittenau,13407
"[52.56914, 13.3514]",Pizza Orient Berlin,Restaurant,Aroser Allee 140 Reinickendorf 13407 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,,Aroser Allee 140,Reinickendorf,13407
"[52.57309, 13.35899]",Residenz Grill,Restaurant,Residenzstraße 5 Reinickendorf 13409 Berlin,,,,Residenzstraße 5,Reinickendorf,13409
"[52.57294, 13.35919]",Trattoria la Marina,Restaurant,Residenzstraße 6 Reinickendorf 13409 Berlin,,Pizza,Italian,Residenzstraße 6,Reinickendorf,13409
"[52.5837, 13.33424]",Café Restaurant Neu,Restaurant,Oranienburger Straße Wittenau 13437 Berlin,Tue-Sat: 12:00 - 00:00,German,,Oranienburger Straße,Wittenau,13437
"[52.57401, 13.35855]",Steakhaus El Dorando,Restaurant,AltReinickendorf 62 Reinickendorf 13407 Berlin,Mon-Sun: 11:00 - 23:45,Argentinean,European,AltReinickendorf 62,Reinickendorf,13407
"[52.57169, 13.3605]",South Dakota,Snacks/Fast food,Residenzstraße 142 Reinickendorf 13409 Berlin,,Steak,American,Residenzstraße 142,Reinickendorf,13409
"[52.56914, 13.3514]",Trattoria la Trinacria,Restaurant,Aroser Allee 140 Reinickendorf 13407 Berlin,"Tue-Fri: 16:00 - 23:00 Sat, Sun: 12:00 - 23:00",Pizza,Italian,Aroser Allee 140,Reinickendorf,13407
"[52.56709, 13.36213]",Thai-Nippon Sushi-Bar,Restaurant,Residenzstraße 34 Reinickendorf 13409 Berlin,,Asian,,Residenzstraße 34,Reinickendorf,13409
"[52.57968, 13.3342]",Hasir Mitte,Restaurant,Oranienburger Straße 4 Wittenau 13437 Berlin,Mon-Sun: 12:00 - 01:00,Turkish,Asian,Oranienburger Straße 4,Wittenau,13437
"[52.56647, 13.36324]",Irmak Döner,Eat & Drink,Residenzstraße 122 Reinickendorf 13409 Berlin,,Middle Eastern,Grill,Residenzstraße 122,Reinickendorf,13409
"[52.57134, 13.36281]",Ristorante Latium,Restaurant,Emmentaler Straße 103 Reinickendorf 13409 Berlin,,Pizza,Italian,Emmentaler Straße 103,Reinickendorf,13409
"[52.56755, 13.36267]",Köylüoglu,Restaurant,Residenzstraße 125 Reinickendorf 13409 Berlin,,Turkish,American,Residenzstraße 125,Reinickendorf,13409
"[52.5653, 13.36323]",Cafe am Schafersee,Coffee/Tea,Residenzstraße Reinickendorf 13409 Berlin,Mon-Sun: 08:00 - 23:00,German,,Residenzstraße,Reinickendorf,13409
"[52.56465, 13.36357]",Huzur Gemuse Kebap,Restaurant,Residenzstraße 47 Reinickendorf 13409 Berlin,,Turkish,,Residenzstraße 47,Reinickendorf,13409
"[52.57134, 13.36281]",La Granja Grill,Restaurant,Emmentaler Straße 103 Reinickendorf 13409 Berlin,Tue-Fri: 17:00 - 23:00 Sat: 16:00 - 23:59 Sun: 13:00 - 23:59,Mediterranean,Peruvian,Emmentaler Straße 103,Reinickendorf,13409
"[52.56271, 13.35315]",Horny's Pizza,Restaurant,Aroser Allee 67 Reinickendorf 13407 Berlin,,Pizza,,Aroser Allee 67,Reinickendorf,13407
"[52.56814, 13.32978]",Trattoria Nardini,Restaurant,Ollenhauerstraße 23 Reinickendorf 13403 Berlin,Mon-Sun: 12:00 - 12:00,Mediterranean,European,Ollenhauerstraße 23,Reinickendorf,13403
"[52.56254, 13.35687]",Kiez - Kneipchen,Restaurant,Rütlistraße 12 Reinickendorf 13407 Berlin,Mon-Sun: 11:00 - 23:59,,,Rütlistraße 12,Reinickendorf,13407
"[52.56947, 13.32976]",Philios,Restaurant,Ollenhauerstraße 111 Reinickendorf 13403 Berlin,,Mediterranean,,Ollenhauerstraße 111,Reinickendorf,13403
"[52.56409, 13.3525]",Nostalgie,Restaurant,Aroser Allee 85 Reinickendorf 13407 Berlin,Mon-Sun: 14:00 - 23:00,,,Aroser Allee 85,Reinickendorf,13407
"[52.58456, 13.33451]",Pizza & Gusto,Restaurant,Oranienburger Straße 257 Wittenau 13437 Berlin,Tue-Sun: 11:30 - 22:00,Pizza,Italian,Oranienburger Straße 257,Wittenau,13437
"[52.5646, 13.35386]",Schaferstubchen,Restaurant,Grindelwaldweg 2 Reinickendorf 13407 Berlin,Mon-Sun: 16:00 - 23:00,,,Grindelwaldweg 2,Reinickendorf,13407
"[52.58598, 13.33537]",Bei-Ling,Restaurant,Oranienburger Straße 43 Wittenau 13437 Berlin,Mon-Wed: 18:00 - 22:00 Thu-Sun: 12:00 - 22:00,Asian,Chinese,Oranienburger Straße 43,Wittenau,13437
"[52.56662, 13.32929]",Cafe As Bar,Restaurant,Ollenhauerstraße 14 Reinickendorf 13403 Berlin,,,,Ollenhauerstraße 14,Reinickendorf,13403
"[52.56316, 13.35933]",Fruhstuckshaus Mavera,Coffee/Tea,Brienzer Straße 59 Reinickendorf 13407 Berlin,Mon-Sun: 08:00 - 20:00,Turkish,Breakfast,Brienzer Straße 59,Reinickendorf,13407
"[52.5882, 13.34133]",Imbiss zum Wurfel,Snacks/Fast food,Am Nordgraben 30 Reinickendorf 13437 Berlin,Mon-Sun: 00:00 - 24:00,Hot Dogs,,Am Nordgraben 30,Reinickendorf,13437
"[52.56271, 13.35315]",Pizza Coach,Restaurant,Aroser Allee 67 Reinickendorf 13407 Berlin,,Pizza,,Aroser Allee 67,Reinickendorf,13407
"[52.56237, 13.35331]",Ristorante Tornero,Restaurant,Aroser Allee 63 Reinickendorf 13407 Berlin,Mon-Sun: 11:00 - 23:00,,,Aroser Allee 63,Reinickendorf,13407
"[52.64303, 13.55871]",Buona Fortuna,Restaurant,Birkholzer Straße 128 Kolonie Gehrenberge 16341 Panketal,,Italian,,Birkholzer Straße 128 Kolonie,Gehrenberge,16341
"[52.62739, 13.54419]",Akropolis,Restaurant,Dorfstraße 12 Schwanebeck 16341 Panketal,Mon-Sun: 11:30 - 23:00,Greek,,Dorfstraße 12,Schwanebeck,16341
"[52.63843, 13.56029]",Ristorante Don Giovanni,Restaurant,Bernauer Chaussee 27 16341 Panketal,Mon: 09:00 - 22:00 Tue-Thu: 12:00 - 22:00 Fri-Sun: 11:00 - 23:00,Italian,,Bernauer Chaussee,27,16341
"[52.64199, 13.53669]",Ristorante Don Giovanni,Restaurant,Oldenburger Ring 16341 Panketal,,Italian,,Oldenburger,Ring,16341
"[52.64875, 13.55067]",Hansjoachim Hohlfeld,Restaurant,Goslarer Straße 8 Zepernick 16341 Panketal,,,,Goslarer Straße 8,Zepernick,16341
"[52.63664, 13.20513]",SUBWAY,Restaurant,Postplatz 4C 16761 Hennigsdorf,Mon: 10:00 - 15:00 Tue-Fri: 10:00 - 20:00,Sandwiches,,Postplatz,4C,16761
"[52.63715, 13.20323]",Minh Khai Asia Snack,Restaurant,Havelpassage 4 16761 Hennigsdorf,Mon-Sat: 11:00 - 21:00 Sun: 12:00 - 21:00,Chinese,Asian,Havelpassage,4,16761
"[52.63802, 13.19575]",Bistro am Conny,Restaurant,Nauener Straße 20 16761 Hennigsdorf,Mon-Fri: 06:00 - 15:00,German,,Nauener Straße,20,16761
"[52.63802, 13.19575]",Partyservice Hennigsdorf Bartsch,Dance or Nightclub,Nauener Straße 20 16761 Hennigsdorf,,,,Nauener Straße,20,16761
"[52.63789, 13.20504]",Kim Kim,Restaurant,Postplatz 3 16761 Hennigsdorf,Mon-Sun: 10:00 - 21:00,Asian,Thai,Postplatz,3,16761
"[52.63285, 13.1944]",Zum Strammen Max,Restaurant,Tucholskystraße 12 16761 Hennigsdorf,,German,,Tucholskystraße,12,16761
"[52.63639, 13.19978]",Auers,Restaurant,Havelplatz 3 16761 Hennigsdorf,,,,Havelplatz,3,16761
"[52.63803, 13.19188]",Zur Deutschen Eiche,Restaurant,Fasanenstraße 1 16761 Hennigsdorf,,German,,Fasanenstraße,1,16761
"[52.63607, 13.19876]",Bistro 76,Restaurant,Fontanestraße 112 16761 Hennigsdorf,Mon-Fri: 08:00 - 12:00 Sat: 08:00 - 23:59,,,Fontanestraße,112,16761
"[52.63724, 13.20505]",Madlen-Kaffee Haus,Coffee/Tea,Postplatz 4 16761 Hennigsdorf,Mon-Sat: 09:00 - 20:00 Sun: 10:00 - 18:00,Ice cream,Breakfast,Postplatz,4,16761
"[52.63701, 13.19916]",Theodor's,Restaurant,Fontanestraße 110 16761 Hennigsdorf,,International,,Fontanestraße,110,16761
"[52.63703, 13.20132]",Viet Thai Sushi Bar,Restaurant,Havelpassage 14 16761 Hennigsdorf,Mon-Sat: 11:00 - 22:00 Sun: 12:00 - 22:00,Chinese,Asian,Havelpassage,14,16761
"[52.63693, 13.20289]",Janny's Eis Hennigsdorf,Food & Drink,Havelpassage 5 16761 Hennigsdorf,,Ice cream,,Havelpassage,5,16761
"[52.63784, 13.20507]",City Bistro,Restaurant,Postplatz 3A 16761 Hennigsdorf,Mon-Sun: 09:00 - 03:00,Turkish,,Postplatz,3A,16761
"[52.64109, 13.19648]",Einfach Hubertus,Restaurant,Forststraße 37 16761 Hennigsdorf,Tue-Sat: 08:00 - 21:00 Sun: 10:00 - 21:00,German,Breakfast,Forststraße,37,16761
"[52.64269, 13.1947]",Waldcafe Wendlandt,Restaurant,Waldstraße 16761 Hennigsdorf,,German,,,,
"[52.64219, 13.20599]",Hong Hanh Asiahaus,Restaurant,Berliner Straße 26 16761 Hennigsdorf,"Mon-Fri: 10:00 - 20:30 Sat, Sun: 11:00 - 20:30",Chinese,Chinese - Cantonese,Berliner Straße,26,16761
"[52.64152, 13.19126]",Zur Erholung,Restaurant,Forststraße 42 16761 Hennigsdorf,Tue-Sat: 16:00 - 00:00 Sun: 10:00 - 13:00,German,Burgers,Forststraße,42,16761
"[52.62878, 13.20237]",Pizza Planet,Restaurant,Edisonstraße 17 16761 Hennigsdorf,"Mon-Wed: 17:00 - 22:00 Thu, Fri: 11:30 - 22:00 Sat, Sun: 14:00 - 22:00",Pizza,Hot Dogs,Edisonstraße,17,16761
"[52.64109, 13.19648]",Marci's Hubertus,Restaurant,Forststraße 37 16761 Hennigsdorf,,,,Forststraße,37,16761
"[52.63523, 13.20926]",Fisch Eck,Restaurant,Hafenstraße 2 16761 Hennigsdorf,Mon-Fri: 08:00 - 18:00 Sat: 08:00 - 15:00,,,Hafenstraße,2,16761
"[52.63458, 13.20657]",Restaurant Pizzeria Bu,Restaurant,Neuendorfstraße 5 16761 Hennigsdorf,,,,Neuendorfstraße,5,16761
"[52.634135, 13.20745]",Restaurant Syrtaki,Restaurant,Neuendorfstraße 21 16761 Hennigsdorf,"Mon-Fri: 17:30 - 23:00 Sat, Sun: 11:00 - 23:59",Greek,,Neuendorfstraße,21,16761
