,restaurant_name,type,type_of_cuisine,address,street,zip_code,city_name,coordinates,latitude,longitude,opening_hours,database
2467,Isy's Dönerpoint,Snacks/Fast food,middle eastern,Frankfurter Allee Lichtenberg 10365 Berlin,Frankfurter Allee,10365,Lichtenberg,"52.51174, 13.49726",52.51174,13.49726,,here_maps
2468,Zeitentraumer,Restaurant,breakfast/dessert,Fanningerstraße 55 Lichtenberg 10365 Berlin,Fanningerstraße 55,10365,Lichtenberg,"52.51393, 13.49995",52.51393,13.49995,"Mon: 09:00 - 19:00 Tue-Fri: 09:00 - 18:00 Sat, Sun: 09:00 - 17:00",here_maps
2469,Balkan Bar,Bar/Pub,asian,Siegfriedstraße 2 Lichtenberg 10365 Berlin,Siegfriedstraße 2,10365,Lichtenberg,"52.51253, 13.49802",52.51253,13.49802,Mon-Sun: 00:00 - 24:00,here_maps
2470,Grillhaus,Snacks/Fast food,middle eastern,Frankfurter Allee 209 Lichtenberg 10365 Berlin,Frankfurter Allee 209,10365,Lichtenberg,"52.51228, 13.49197",52.51228,13.49197,Mon-Sun: 00:00 - 24:00,here_maps
2471,45 Cocktailbar Lichtenberg,Going Out,,Frankfurter Allee 250 Lichtenberg 10365 Berlin,Frankfurter Allee 250,10365,Lichtenberg,"52.51175, 13.49783",52.51175,13.49783,,here_maps
2472,Alte Mensa,Restaurant,european,Atzpodienstraße 46 Lichtenberg 10365 Berlin,Atzpodienstraße 46,10365,Lichtenberg,"52.51289, 13.49259",52.51289,13.49259,Mon-Fri: 11:00 - 15:30 Sun: 09:00 - 15:30,here_maps
2473,Kebap House,Restaurant,middle eastern,Siegfriedstraße 1A Lichtenberg 10365 Berlin,Siegfriedstraße 1A,10365,Lichtenberg,"52.51235, 13.49797",52.51235,13.49797,,here_maps
2474,City Food,Restaurant,international,Frankfurter Allee 199 Lichtenberg 10365 Berlin,Frankfurter Allee 199,10365,Lichtenberg,"52.51239, 13.48999",52.51239,13.48999,,here_maps
2475,NO Name Shisha & Cocktail,Going Out,,Frankfurter Allee 250 Lichtenberg 10365 Berlin,Frankfurter Allee 250,10365,Lichtenberg,"52.51175, 13.49783",52.51175,13.49783,,here_maps
2476,Pizza 1889,Restaurant,,Frankfurter Allee 199 Lichtenberg 10365 Berlin,Frankfurter Allee 199,10365,Lichtenberg,"52.51239, 13.48999",52.51239,13.48999,Mon-Sun: 17:00 - 23:45,here_maps
2477,Sana Klinikum Lichtenberg Kantine,Restaurant,,Fanningerstraße 32 Lichtenberg 10365 Berlin,Fanningerstraße 32,10365,Lichtenberg,"52.51402, 13.49643",52.51402,13.49643,Mon-Fri: 11:30 - 14:00,here_maps
2478,Maximilian,Snacks/Fast food,european,Siegfriedstraße 1A Lichtenberg 10365 Berlin,Siegfriedstraße 1A,10365,Lichtenberg,"52.51235, 13.49797",52.51235,13.49797,,here_maps
2479,Asia Imbiss - Asian Duc Anh,Restaurant,asian,Frankfurter Allee 253 Lichtenberg 10365 Berlin,Frankfurter Allee 253,10365,Lichtenberg,"52.51208, 13.49845",52.51208,13.49845,"Mon-Fri: 09:00 - 22:00 Sat, Sun: 09:00 - 21:00",here_maps
2480,Cäsars Lieferservice,Eat & Drink,,Frankfurter Allee 271 Rummelsburg 10317 Berlin,Frankfurter Allee 271,10317,Rummelsburg,"52.5111, 13.50299",52.5111,13.50299,"Mon, Tue: 11:00 - 21:30 Wed-Sun: 11:00 - 22:45",here_maps
2481,La Cafeteria,"Theatre, Music & Culture",,Schottstraße 6 Lichtenberg 10365 Berlin,Schottstraße 6,10365,Lichtenberg,"52.51532, 13.4912",52.51532,13.4912,Mon-Fri: 07:30 - 14:30,here_maps
2482,Selin Grill Haus,Snacks/Fast food,middle eastern,Siegfriedstraße 203 Lichtenberg 10365 Berlin,Siegfriedstraße 203,10365,Lichtenberg,"52.51471, 13.49814",52.51471,13.49814,Mon-Sun: 09:00 - 20:00,here_maps
2483,Pizza Uno,Eat & Drink,italian,Frankfurter Allee 244 Lichtenberg 10365 Berlin,Frankfurter Allee 244,10365,Lichtenberg,"52.51174, 13.49726",52.51174,13.49726,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 13:00 - 22:00",here_maps
2484,Schlemmergrill Rathke,Snacks/Fast food,,Frankfurter Allee 254 Lichtenberg 10365 Berlin,Frankfurter Allee 254,10365,Lichtenberg,"52.51172, 13.49838",52.51172,13.49838,,here_maps
2485,Taiko Sushi,Restaurant,asian,JosefOrloppStraße 53 Lichtenberg 10365 Berlin,JosefOrloppStraße 53,10365,Lichtenberg,"52.52326, 13.48943",52.52326,13.48943,,here_maps
2486,Cafe Vernunft,Coffee/Tea,breakfast/dessert,Ruschestraße 103 Lichtenberg 10365 Berlin,Ruschestraße 103,10365,Lichtenberg,"52.514601, 13.486407",52.514601,13.486407,Mon-Fri: 09:00 - 17:00,here_maps
2487,Zum Gyorgy,Restaurant,steak,JosefOrloppStraße 44 Lichtenberg 10365 Berlin,JosefOrloppStraße 44,10365,Lichtenberg,"52.52297, 13.48799",52.52297,13.48799,Mon-Fri: 15:00 - 23:59,here_maps
2488,Cuccis,Restaurant,,Weitlingstraße Rummelsburg 10317 Berlin,Weitlingstraße,10317,Rummelsburg,"52.50945, 13.49748",52.50945,13.49748,,here_maps
2489,Lavendel Viet,Restaurant,asian,Weitlingstraße 13A Rummelsburg 10317 Berlin,Weitlingstraße 13A,10317,Rummelsburg,"52.50978, 13.49837",52.50978,13.49837,Mon-Fri: 11:00 - 22:30 Sat: 11:00 - 21:00 Sun: 12:00 - 22:00,here_maps
2490,Ursula Kierzek,Wine & Spirits,,Weitlingstraße 17 Rummelsburg 10317 Berlin,Weitlingstraße 17,10317,Rummelsburg,"52.50917, 13.49798",52.50917,13.49798,Mon-Fri: 09:00 - 18:30 Sat: 09:00 - 13:00,here_maps
2491,Pizza Planet Lichtenberg,Eat & Drink,italian,Zachertstraße 62 Friedrichsfelde 10315 Berlin,Zachertstraße 62,10315,Friedrichsfelde,"52.50557, 13.50915",52.50557,13.50915,Mon-Thu: 11:00 - 22:30 Fri: 11:00 - 23:00 Sat: 12:00 - 23:00 Sun: 12:00 - 22:30,here_maps
2492,COCO'S,Restaurant,breakfast/dessert,Weitlingstraße 26 Rummelsburg 10317 Berlin,Weitlingstraße 26,10317,Rummelsburg,"52.50869, 13.49729",52.50869,13.49729,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 12:00 - 22:00",here_maps
2493,Zum Happen,Restaurant,european,Weitlingstraße 32 Rummelsburg 10317 Berlin,Weitlingstraße 32,10317,Rummelsburg,"52.50826, 13.49704",52.50826,13.49704,,here_maps
2494,Centies,Snacks/Fast food,,Weitlingstraße Rummelsburg 10317 Berlin,Weitlingstraße,10317,Rummelsburg,"52.50902, 13.49795",52.50902,13.49795,Mon-Sun: 12:00 - 00:00,here_maps
2495,Pizza Max,Eat & Drink,italian,Margaretenstraße 4 Rummelsburg 10317 Berlin,Margaretenstraße 4,10317,Rummelsburg,"52.50775, 13.49732",52.50775,13.49732,,here_maps
2496,Asia Food Anh Minh,Restaurant,asian,Frankfurter Allee 193 Lichtenberg 10365 Berlin,Frankfurter Allee 193,10365,Lichtenberg,"52.51251, 13.48888",52.51251,13.48888,,here_maps
2497,Castello Bistro,Snacks/Fast food,middle eastern,Frankfurter Allee 151 Lichtenberg 10365 Berlin,Frankfurter Allee 151,10365,Lichtenberg,"52.51319, 13.48208",52.51319,13.48208,,here_maps
2498,Il Mondo,Restaurant,mediterranean,Rathausstraße 6 Lichtenberg 10367 Berlin,Rathausstraße 6,10367,Lichtenberg,"52.51446, 13.48186",52.51446,13.48186,Mon-Sun: 11:30 - 23:30,here_maps
2499,Ristorante Rossini,Restaurant,mediterranean,Frankfurter Allee 151 Lichtenberg 10365 Berlin,Frankfurter Allee 151,10365,Lichtenberg,"52.51319, 13.48208",52.51319,13.48208,,here_maps
2500,Rossini IV,Restaurant,european,Rathausstraße 1 Lichtenberg 10367 Berlin,Rathausstraße 1,10367,Lichtenberg,"52.51335, 13.48194",52.51335,13.48194,,here_maps
2501,Pizzeria Ledi,Restaurant,italian,Weitlingstraße 28 Rummelsburg 10317 Berlin,Weitlingstraße 28,10317,Rummelsburg,"52.50855, 13.49721",52.50855,13.49721,"Mon-Fri: 15:00 - 23:00 Sat, Sun: 12:00 - 23:00",here_maps
2502,Claire,Restaurant,international,Ruschestraße 45 Lichtenberg 10367 Berlin,Ruschestraße 45,10367,Lichtenberg,"52.52182, 13.48523",52.52182,13.48523,,here_maps
2503,Eis Kaffee,Coffee/Tea,breakfast/dessert,Margaretenstraße 26 Rummelsburg 10317 Berlin,Margaretenstraße 26,10317,Rummelsburg,"52.50792, 13.49773",52.50792,13.49773,Tue-Fri: 09:00 - 19:00 Sat: 11:00 - 19:00,here_maps
2504,Salsarestaurant,Restaurant,mexican,Weitlingstraße 34 Rummelsburg 10317 Berlin,Weitlingstraße 34,10317,Rummelsburg,"52.50812, 13.49696",52.50812,13.49696,,here_maps
2505,Salsa,Restaurant,mexican,Weitlingstraße 34 Rummelsburg 10317 Berlin,Weitlingstraße 34,10317,Rummelsburg,"52.50812, 13.49696",52.50812,13.49696,Mon-Sun: 12:00 - 00:00,here_maps
2506,Epirus,Restaurant,mediterranean,Ruschestraße 70 Lichtenberg 10365 Berlin,Ruschestraße 70,10365,Lichtenberg,"52.52146, 13.48692",52.52146,13.48692,Mon-Sun: 11:30 - 23:00,here_maps
2507,Avci Döner,Restaurant,middle eastern,Weitlingstraße 57 Rummelsburg 10317 Berlin,Weitlingstraße 57,10317,Rummelsburg,"52.50611, 13.49619",52.50611,13.49619,,here_maps
2508,SUBWAY,Restaurant,fastfood,Frankfurter Allee 113 Friedrichshain 10365 Berlin,Frankfurter Allee 113,10365,Friedrichshain,"52.51385, 13.47547",52.51385,13.47547,Mon-Fri: 08:00 - 21:15 Sat: 09:00 - 21:15,here_maps
2509,Steak House Giovanni 1978,Restaurant,steak,AltFriedrichsfelde 87 Friedrichsfelde 10315 Berlin,AltFriedrichsfelde 87,10315,Friedrichsfelde,"52.510015, 13.517908",52.510015,13.517908,Mon-Sun: 12:00 - 23:00,here_maps
2510,Restaurant Yuumi,Restaurant,asian,Emanuelstraße 1 Rummelsburg 10317 Berlin,Emanuelstraße 1,10317,Rummelsburg,"52.5016, 13.49091",52.5016,13.49091,Tue-Sat: 19:00 - 22:00,here_maps
2511,Restaurant Jelanger Jelieber,Restaurant,mediterranean,Kaskelstraße 49 Rummelsburg 10317 Berlin,Kaskelstraße 49,10317,Rummelsburg,"52.50382, 13.48184",52.50382,13.48184,Mon-Fri: 11:30 - 13:00 Sat: 09:00 - 13:00 Sun: 17:00 - 13:00,here_maps
2512,"Coffee Fellows - Kaffee, Bagels, Fruhstuck",Coffee/Tea,american,Frankfurter Allee 113 Friedrichshain 10365 Berlin,Frankfurter Allee 113,10365,Friedrichshain,"52.514048, 13.475887",52.514048,13.475887,Mon-Sat: 09:00 - 21:00,here_maps
2513,Madeleine und der Seemann,Shop,breakfast/dessert,Kaskelstraße 31 Rummelsburg 10317 Berlin,Kaskelstraße 31,10317,Rummelsburg,"52.50431, 13.47983",52.50431,13.47983,"Mon-Thu, Sun: 10:00 - 22:00 Fri, Sat: 10:00 - 23:00",here_maps
2514,Pink Elephant,Restaurant,international,Rigaer Straße 56 Friedrichshain 10247 Berlin,Rigaer Straße 56,10247,Friedrichshain,"52.51488, 13.47382",52.51488,13.47382,,here_maps
2515,Duc Anh Quan,Restaurant,asian,Herzbergstraße 128 Lichtenberg 10367 Berlin,Herzbergstraße 128,10367,Lichtenberg,"52.52674, 13.48951",52.52674,13.48951,Wed-Sun: 09:00 - 21:00,here_maps
2516,Domino's Pizza,Restaurant,italian,Weitlingstraße 71 Rummelsburg 10317 Berlin,Weitlingstraße 71,10317,Rummelsburg,"52.50478, 13.49563",52.50478,13.49563,Mon-Sun: 11:00 - 23:00,here_maps
2517,Thanh Koch,Restaurant,asian,Herzbergstraße 104 Lichtenberg 10365 Berlin,Herzbergstraße 104,10365,Lichtenberg,"52.52656, 13.49834",52.52656,13.49834,Mon-Sun: 11:00 - 23:00,here_maps
2518,Falafel Aladdin,Restaurant,mediterranean,Pettenkoferstraße 2B Friedrichshain 10247 Berlin,Pettenkoferstraße 2B,10247,Friedrichshain,"52.51524, 13.47334",52.51524,13.47334,"Mon-Thu, Sun: 10:00 - 23:00 Fri, Sat: 10:00 - 23:59",here_maps
2519,Curry Piraten,Restaurant,european,Rigaer Straße Friedrichshain 10247 Berlin,Rigaer Straße,10247,Friedrichshain,"52.51488, 13.47382",52.51488,13.47382,,here_maps
2520,Aastha,Restaurant,asian,Parkaue 35 Lichtenberg 10367 Berlin,Parkaue 35,10367,Lichtenberg,"52.51695, 13.47914",52.51695,13.47914,Mon-Sun: 11:30 - 23:00,here_maps
2521,Coffee Fellows,Restaurant,,Rathausstraße 8 Lichtenberg 10367 Berlin,Rathausstraße 8,10367,Lichtenberg,"52.51556, 13.48061",52.51556,13.48061,,here_maps
2522,An dem,Restaurant,asian,Möllendorffstraße 106 Lichtenberg 10367 Berlin,Möllendorffstraße 106,10367,Lichtenberg,"52.51717, 13.47979",52.51717,13.47979,Mon-Sun: 11:00 - 02:00,here_maps
2523,Pizza Bistro,Snacks/Fast food,italian,Parkaue 37 Lichtenberg 10367 Berlin,Parkaue 37,10367,Lichtenberg,"52.51691, 13.47949",52.51691,13.47949,,here_maps
2524,Second Bäck Meets Cookomania,Restaurant,breakfast/dessert,Pettenkoferstraße 4 Friedrichshain 10247 Berlin,Pettenkoferstraße 4,10247,Friedrichshain,"52.51558, 13.47311",52.51558,13.47311,,here_maps
2525,Dong Xuan Quan Restaurant,Restaurant,asian,Lichtenberg 10365 Berlin,,,,"52.527826, 13.490358",52.527826,13.490358,"Mon, Wed-Sun: 10:00 - 20:00",here_maps
2526,Gasthaus Parkblick,Restaurant,,Parkaue 32 Lichtenberg 10367 Berlin,Parkaue 32,10367,Lichtenberg,"52.51674, 13.47825",52.51674,13.47825,Tue-Sun: 15:00 - 17:00,here_maps
2527,Lang van,Restaurant,asian,Möllendorffstraße 48 Fennpfuhl 10367 Berlin,Möllendorffstraße 48,10367,Fennpfuhl,"52.52431, 13.48085",52.52431,13.48085,Mon-Sun: 11:00 - 23:30,here_maps
2528,Squash-House,Sport Facility/Venue,european,Vulkanstraße 3 Lichtenberg 10367 Berlin,Vulkanstraße 3,10367,Lichtenberg,"52.5242, 13.4862",52.5242,13.4862,"Mon, Tue, Thu: 10:00 - 00:00 Wed: 09:00 - 00:00, 10:00 - 23:59 Fri: 10:00 - 22:00 Sat, Sun: 09:00 - 22:00",here_maps
2529,Restaurant Holi's,Restaurant,european,Wönnichstraße 69 Rummelsburg 10317 Berlin,Wönnichstraße 69,10317,Rummelsburg,"52.50447, 13.49738",52.50447,13.49738,Mon-Thu: 18:00 - 22:00 Fri-Sun: 12:00 - 22:00,here_maps
2530,Ristorante Il Bufalo,Restaurant,italian,Rummelsburger Straße 84 Friedrichsfelde 10315 Berlin,Rummelsburger Straße 84,10315,Friedrichsfelde,"52.50097, 13.49762",52.50097,13.49762,Mon-Sun: 11:30 - 23:30,here_maps
2531,Ristorante Fratelli Tre,Restaurant,mediterranean,AltFriedrichsfelde 87 Friedrichsfelde 10315 Berlin,AltFriedrichsfelde 87,10315,Friedrichsfelde,"52.510015, 13.517908",52.510015,13.517908,"Mon: 00:00 - 03:00 Tue, Fri: 16:00 - 23:00 Wed: 16:00 - 23:59 Thu: 11:00 - 23:00 Sat, Sun: 12:00 - 23:00",here_maps
2532,Bamboo,Restaurant,asian,Rhinstraße 17 Friedrichsfelde 10315 Berlin,Rhinstraße 17,10315,Friedrichsfelde,"52.51347, 13.51794",52.51347,13.51794,,here_maps
2533,Märkische Aue,Restaurant,american,AlfredKowalkeStraße 1 Friedrichsfelde 10315 Berlin,AlfredKowalkeStraße 1,10315,Friedrichsfelde,"52.50542, 13.51455",52.50542,13.51455,"Tue-Fri: 12:00 - 23:59 Sat, Sun: 10:00 - 23:59",here_maps
2534,U Bahn Quelle,Restaurant,,Einbecker Straße Friedrichsfelde 10315 Berlin,Einbecker Straße,10315,Friedrichsfelde,"52.50666, 13.51259",52.50666,13.51259,,here_maps
2535,Asia Euro Bistro Tiger,Restaurant,asian,Massower Straße 4 Friedrichsfelde 10315 Berlin,Massower Straße 4,10315,Friedrichsfelde,"52.50716, 13.51242",52.50716,13.51242,,here_maps
2536,Restaurant Georghof,Restaurant,european,Gürtelstraße 41 Friedrichshain 10247 Berlin,Gürtelstraße 41,10247,Friedrichshain,"52.51137, 13.47528",52.51137,13.47528,,here_maps
2537,Heisser Wolf,Restaurant,european,Frankfurter Allee 113 Friedrichshain 10365 Berlin,Frankfurter Allee 113,10365,Friedrichshain,"52.51385, 13.47547",52.51385,13.47547,,here_maps
2538,Restaurant Reichardt's,Restaurant,mediterranean,Frankfurter Allee 97 Friedrichshain 10247 Berlin,Frankfurter Allee 97,10247,Friedrichshain,"52.51418, 13.47285",52.51418,13.47285,Tue-Sun: 12:00 - 22:00,here_maps
2539,Cafe im Schilf,Restaurant,,Kaskelstraße 49 Rummelsburg 10317 Berlin,Kaskelstraße 49,10317,Rummelsburg,"52.50382, 13.48184",52.50382,13.48184,Mon-Sun: 15:00 - 18:00,here_maps
2540,Baran Grill,Restaurant,,Frankfurter Allee Friedrichshain 10247 Berlin,Frankfurter Allee,10247,Friedrichshain,"52.514044, 13.474004",52.514044,13.474004,,here_maps
2541,Gut Hesterberg,Food & Drink,european,Frankfurter Allee 111 Friedrichshain 10247 Berlin,Frankfurter Allee 111,10247,Friedrichshain,"52.51398, 13.47412",52.51398,13.47412,Mon-Sat: 09:00 - 21:00,here_maps
2542,Nordsee,Restaurant,seafood,Frankfurter Allee 111 Friedrichshain 10247 Berlin,Frankfurter Allee 111,10247,Friedrichshain,"52.51398, 13.47412",52.51398,13.47412,Mon-Sat: 10:00 - 21:00,here_maps
2543,Thai Snack,Restaurant,asian,Frankfurter Allee 102 Friedrichshain 10247 Berlin,Frankfurter Allee 102,10247,Friedrichshain,"52.51359, 13.47363",52.51359,13.47363,Tue-Fri: 11:30 - 23:30 Sat: 12:00 - 12:00 Sun: 12:00 - 23:59,here_maps
2544,Gaststätte zum Igel,Restaurant,,Scharnweberstraße 1 Friedrichshain 10247 Berlin,Scharnweberstraße 1,10247,Friedrichshain,"52.51202, 13.47523",52.51202,13.47523,Mon-Sat: 10:00 - 00:00 Sun: 11:00 - 22:00,here_maps
2545,Troja Grill am Mkc Center,Restaurant,middle eastern,Mauritiuskirchstraße 3 Lichtenberg 10365 Berlin,Mauritiuskirchstraße 3,10365,Lichtenberg,"52.51228, 13.47786",52.51228,13.47786,,here_maps
2546,Langnese Happiness Station,Restaurant,breakfast/dessert,Frankfurter Allee 111 Friedrichshain 10247 Berlin,Frankfurter Allee 111,10247,Friedrichshain,"52.51398, 13.47412",52.51398,13.47412,Mon-Sat: 10:00 - 21:00 Sun: 00:00 - 00:00,here_maps
2547,Bistro Kristall,Restaurant,middle eastern,Möllendorffstraße 110 Lichtenberg 10367 Berlin,Möllendorffstraße 110,10367,Lichtenberg,"52.51628, 13.47893",52.51628,13.47893,,here_maps
2548,Hösels Fleischerimbiss,Food & Drink,,Scheffelstraße 45 Lichtenberg 10367 Berlin,Scheffelstraße 45,10367,Lichtenberg,"52.52017, 13.47922",52.52017,13.47922,Mon-Fri: 07:00 - 18:00 Sat: 08:00 - 11:30,here_maps
2549,Thang Long,Restaurant,asian,Frankfurter Allee 111 Friedrichshain 10247 Berlin,Frankfurter Allee 111,10247,Friedrichshain,"52.51398, 13.47412",52.51398,13.47412,,here_maps
2550,Bánh Mì Patê,Food & Drink,asian,Herzbergstraße 128 Lichtenberg 10367 Berlin,Herzbergstraße 128,10367,Lichtenberg,"52.52674, 13.48951",52.52674,13.48951,,here_maps
2551,Viet Pho,Restaurant,asian,Herzbergstraße 128 Lichtenberg 10367 Berlin,Herzbergstraße 128,10367,Lichtenberg,"52.52674, 13.48951",52.52674,13.48951,"Mon, Wed-Sun: 09:00 - 22:00",here_maps
2552,Center Grill,Restaurant,,Frankfurter Allee 98 Friedrichshain 10247 Berlin,Frankfurter Allee 98,10247,Friedrichshain,"52.51369, 13.47271",52.51369,13.47271,,here_maps
2553,India Spice,Restaurant,middle eastern,Kaskelstraße 43 Rummelsburg 10317 Berlin,Kaskelstraße 43,10317,Rummelsburg,"52.50398, 13.4812",52.50398,13.4812,Mon-Sun: 12:00 - 23:00,here_maps
2554,Riga's Pizza Box,Restaurant,fastfood,Rigaer Straße 55 Friedrichshain 10247 Berlin,Rigaer Straße 55,10247,Friedrichshain,"52.51455, 13.47411",52.51455,13.47411,Mon-Sun: 10:00 - 12:00,here_maps
2555,Pizza Toscana,Restaurant,,Lückstraße 45 Rummelsburg 10317 Berlin,Lückstraße 45,10317,Rummelsburg,"52.5009, 13.49406",52.5009,13.49406,Mon-Sat: 15:00 - 23:30 Sun: 13:00 - 23:00,here_maps
2556,Vitale Großstadtmäuse,Restaurant,,Rummelsburger Straße 61 Friedrichsfelde 10315 Berlin,Rummelsburger Straße 61,10315,Friedrichsfelde,"52.50177, 13.50249",52.50177,13.50249,Mon-Fri: 10:00 - 18:00,here_maps
2557,Der Natürliche Geschmack Vietnams,Restaurant,asian,Normannenstraße 5 Lichtenberg 10367 Berlin,Normannenstraße 5,10367,Lichtenberg,"52.51605, 13.48132",52.51605,13.48132,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 12:00 - 22:00",here_maps
2558,Buffet der Saison,Restaurant,international,Frankfurter Allee 117 Friedrichshain 10365 Berlin,Frankfurter Allee 117,10365,Friedrichshain,"52.51399, 13.47706",52.51399,13.47706,Mon-Sat: 10:00 - 21:00,here_maps
2559,Feuer & Flamme FA Klaus,Restaurant,,Rüdesheimer Straße 8 Frohnau 13465 Berlin,Rüdesheimer Straße 8,13465,Frohnau,"52.63222, 13.2981",52.63222,13.2981,,here_maps
2560,Leimers Kunst & Kuche,Restaurant,european,Fürstendamm 1A Frohnau 13465 Berlin,Fürstendamm 1A,13465,Frohnau,"52.63268, 13.29232",52.63268,13.29232,Tue-Sun: 12:00 - 22:00,here_maps
2561,Picadilly Cafe und Teehaus,Restaurant,,Zeltinger Platz 2 Frohnau 13465 Berlin,Zeltinger Platz 2,13465,Frohnau,"52.63326, 13.29043",52.63326,13.29043,Mon-Fri: 07:00 - 19:00 Sat: 09:00 - 18:00 Sun: 09:30 - 18:00,here_maps
2562,Restaurant Adriatic,Restaurant,international,Edelhofdamm 10 Frohnau 13465 Berlin,Edelhofdamm 10,13465,Frohnau,"52.63367, 13.29412",52.63367,13.29412,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,here_maps
2563,Domino's Pizza,Restaurant,mediterranean,Oranienburger Chaussee 6 16548 GlienickeNordbahn,Oranienburger Chaussee,16548,6,"52.62992, 13.31081",52.62992,13.31081,Mon-Sun: 11:00 - 23:00,here_maps
2564,Ristorante Brescia,Restaurant,,Welfenallee 7 Frohnau 13465 Berlin,Welfenallee 7,13465,Frohnau,"52.63144, 13.2899",52.63144,13.2899,"Mon, Tue, Thu-Sun: 12:00 - 23:00",here_maps
2565,Restaurant Rabennest Frohnau,Restaurant,,Schönfließer Straße 83 Frohnau 13465 Berlin,Schönfließer Straße 83,13465,Frohnau,"52.6432, 13.30048",52.6432,13.30048,,here_maps
2566,Lua Restaurant,Restaurant,asian,Ludolfingerplatz 1 Frohnau 13465 Berlin,Ludolfingerplatz 1,13465,Frohnau,"52.63265, 13.28925",52.63265,13.28925,Mon-Sun: 11:30 - 23:00,here_maps
2567,Hallo Pizza!,Restaurant,italian,Oranienburger Chaussee 6 16548 GlienickeNordbahn,Oranienburger Chaussee,16548,6,"52.62992, 13.31081",52.62992,13.31081,,here_maps
2568,El Boyero,Restaurant,steak,Schönfließer Straße 16548 GlienickeNordbahn,Schönfließer,16548,Straße,"52.63215, 13.31084",52.63215,13.31084,Mon-Sun: 12:00 - 00:00,here_maps
2569,Pizzaiolo,Snacks/Fast food,european,Ludolfingerplatz 1 Frohnau 13465 Berlin,Ludolfingerplatz 1,13465,Frohnau,"52.63265, 13.28925",52.63265,13.28925,"Mon-Wed, Sun: 11:00 - 23:00 Thu-Sat: 11:00 - 00:00",here_maps
2570,Pantalone,Restaurant,italian,Ludolfingerplatz 2 Frohnau 13465 Berlin,Ludolfingerplatz 2,13465,Frohnau,"52.63311, 13.28858",52.63311,13.28858,Mon-Sun: 12:00 - 23:59,here_maps
2571,Piazza Italiana,Restaurant,italian,Oranienburger Chaussee 2 16548 GlienickeNordbahn,Oranienburger Chaussee,16548,2,"52.628751, 13.311136",52.628751,13.311136,Mon-Sun: 11:30 - 23:30,here_maps
2572,Kaffeehaus Zeltinger,Restaurant,european,Zeltinger Platz 1 Frohnau 13465 Berlin,Zeltinger Platz 1,13465,Frohnau,"52.63349, 13.29005",52.63349,13.29005,"Mon-Fri: 08:30 - 18:30 Sat, Sun: 09:00 - 18:30",here_maps
2573,Da Michelino,Restaurant,european,Schönfließer Straße 80 16548 GlienickeNordbahn,Schönfließer Straße,16548,80,"52.63229, 13.31085",52.63229,13.31085,Mon-Sat: 16:00 - 21:00 Sun: 12:00 - 21:00,here_maps
2574,Mandagoras,Restaurant,mediterranean,Frohnauer Straße 106 Hermsdorf 13465 Berlin,Frohnauer Straße 106,13465,Hermsdorf,"52.625964, 13.29158",52.625964,13.29158,,here_maps
2575,Greenhouse California,Restaurant,fastfood,Oranienburger Chaussee 10 16548 GlienickeNordbahn,Oranienburger Chaussee,16548,10,"52.63084, 13.31045",52.63084,13.31045,Mon-Sat: 15:00 - 23:59 Sun: 11:00 - 22:00,here_maps
2576,King's Snack,Restaurant,european,Ludolfingerplatz Frohnau 13465 Berlin,Ludolfingerplatz,13465,Frohnau,"52.6326, 13.2889",52.6326,13.2889,Mon-Sun: 09:00 - 18:00,here_maps
2577,Franco Faldon Speiseeis,Restaurant,breakfast/dessert,Welfenallee 3 Frohnau 13465 Berlin,Welfenallee 3,13465,Frohnau,"52.632, 13.28972",52.632,13.28972,,here_maps
2578,Cafe Malin,Restaurant,european,Oranienburger Chaussee 13 16548 GlienickeNordbahn,Oranienburger Chaussee,16548,13,"52.63257, 13.31007",52.63257,13.31007,,here_maps
2579,Manni Restaurant,Restaurant,european,Oranienburger Chaussee 45 Frohnau 13465 Berlin,Oranienburger Chaussee 45,13465,Frohnau,"52.64268, 13.30242",52.64268,13.30242,,here_maps
2580,Sakura Sushi-Restaurant,Restaurant,asian,Oranienburger Chaussee 15 16548 GlienickeNordbahn,Oranienburger Chaussee,16548,15,"52.63281, 13.3098",52.63281,13.3098,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 13:00 - 22:00",here_maps
