Coordinates,Name,Type,Address,Cuisine_1,Cuisine_2,Opening Hours,Street,Bezirk,PLZ
"[52.48011, 13.27445]",Vivaldi,Restaurant,Brahmsstraße 10 Grunewald 14193 Berlin,German,French,,Brahmsstraße 10,Grunewald,14193.0
"[52.47113, 13.29071]",Hardys Gute Stube,Restaurant,Heiligendammer Straße 18 Schmargendorf 14199 Berlin,German,French,,Heiligendammer Straße 18,Schmargendorf,14199.0
"[52.47113, 13.29071]",Lehmann's Gute Stube,Restaurant,Heiligendammer Straße 18 Schmargendorf 14199 Berlin,German,Tapas,,Heiligendammer Straße 18,Schmargendorf,14199.0
"[52.47469, 13.29352]",Dschunke,Restaurant,Breite Straße 15 Schmargendorf 14199 Berlin,Asian,Chinese,,Breite Straße 15,Schmargendorf,14199.0
"[52.45891, 13.27358]",Ham-Restaurant's Büro,Restaurant,Clayallee 121 Dahlem 14195 Berlin,,,,Clayallee 121,Dahlem,14195.0
"[52.48358, 13.28242]",Landhaus Grunewald,Restaurant,Delbrückstraße 37 Schmargendorf 14193 Berlin,German,European,,Delbrückstraße 37,Schmargendorf,14193.0
"[52.4743, 13.29291]",Zum Dortmunder,Bar/Pub,Breite Straße 35 Schmargendorf 14199 Berlin,German,,,Breite Straße 35,Schmargendorf,14199.0
"[52.47507, 13.29233]",Adana Imbiss,Restaurant,Breite Straße 20 Schmargendorf 14199 Berlin,Middle Eastern,,,Breite Straße 20,Schmargendorf,14199.0
"[52.47346, 13.29913]",Bar Manico,Accommodation,Breite Straße 1 Schmargendorf 14199 Berlin,,,,Breite Straße 1,Schmargendorf,14199.0
"[52.46407, 13.2967]",Insel Bistro Restaurant,Restaurant,Podbielskiallee 49 Dahlem 14195 Berlin,,,,Podbielskiallee 49,Dahlem,14195.0
"[52.47459, 13.29378]",Eis da Dalt,Restaurant,Breite Straße 14A Schmargendorf 14199 Berlin,,,,Breite Straße 14A,Schmargendorf,14199.0
"[52.47514, 13.28999]",ICE Cream You Scream,Restaurant,Warnemünder Straße 29 Schmargendorf 14199 Berlin,Ice cream,,,Warnemünder Straße 29,Schmargendorf,14199.0
"[52.4745, 13.29405]",Mr. Pizz,Restaurant,Breite Straße 14 Schmargendorf 14199 Berlin,Italian,Pizza,,Breite Straße 14,Schmargendorf,14199.0
"[52.52803, 13.32892]",Halil Ibrahim Sofrasi,Restaurant,Beusselstraße 17 Moabit 10553 Berlin,Turkish,Barbecue,,Beusselstraße 17,Moabit,10553.0
"[52.52731, 13.32777]",Sonwok,Restaurant,Huttenstraße 71 Moabit 10553 Berlin,American,,,Huttenstraße 71,Moabit,10553.0
"[52.53082, 13.31903]",Trofeo,Restaurant,Wiebestraße 36 Moabit 10553 Berlin,Italian,Mediterranean,,Wiebestraße 36,Moabit,10553.0
"[52.52737, 13.32716]",Detto Fatto Ristorante Pizzeria,Restaurant,Huttenstraße 69 Moabit 10553 Berlin,Ice cream,Pizza,,Huttenstraße 69,Moabit,10553.0
"[52.52871, 13.31861]",Tele Pizza,Restaurant,Huttenstraße 22 Moabit 10553 Berlin,Pizza,,,Huttenstraße 22,Moabit,10553.0
"[52.52747, 13.32984]",Hamdi Baba,Restaurant,Turmstraße 57 Moabit 10551 Berlin,Middle Eastern,Mediterranean,,Turmstraße 57,Moabit,10551.0
"[52.5295, 13.32838]",Grilled Pocket Sandwich,Snacks/Fast food,Beusselstraße 63 Moabit 10553 Berlin,Grill,Sandwiches,,Beusselstraße 63,Moabit,10553.0
"[52.52737, 13.32716]",El Reda,Restaurant,Huttenstraße 69 Moabit 10553 Berlin,Middle Eastern,Lebanese,,Huttenstraße 69,Moabit,10553.0
"[52.52815, 13.32843]",Oses Cigköfte Berlin,Food & Drink,Beusselstraße 73 Moabit 10553 Berlin,Vegetarian,,,Beusselstraße 73,Moabit,10553.0
"[52.5274, 13.3269]",Tonis Vietnamesische Kuche,Restaurant,Huttenstraße 68 Moabit 10553 Berlin,Asian,Vietnamese,,Huttenstraße 68,Moabit,10553.0
"[52.52793, 13.32608]",Jemenitisches Restaurant,Restaurant,Huttenstraße 7 Moabit 10553 Berlin,Middle Eastern,,,Huttenstraße 7,Moabit,10553.0
"[52.52747, 13.32984]",Piccola Napoli,Restaurant,Turmstraße 57 Moabit 10551 Berlin,Pizza,,,Turmstraße 57,Moabit,10551.0
"[52.52871, 13.31861]",Bombe Lieferservice,Restaurant,Huttenstraße 22 Moabit 10553 Berlin,Italian,Pizza,,Huttenstraße 22,Moabit,10553.0
"[52.52977, 13.32837]",Europa,Restaurant,Beusselstraße 61 Moabit 10553 Berlin,Italian,Pizza,,Beusselstraße 61,Moabit,10553.0
"[52.5331, 13.32888]",Beussel Grill,Snacks/Fast food,Siemensstraße 50 Moabit 10551 Berlin,Grill,Hot Dogs,,Siemensstraße 50,Moabit,10551.0
"[52.5274, 13.3269]",Honig & Senf,Restaurant,Huttenstraße 68 Moabit 10553 Berlin,Burgers,American,,Huttenstraße 68,Moabit,10553.0
"[52.5322, 13.32517]",Pizza Europa Express,Restaurant,Sickingenstraße 72 Moabit 10553 Berlin,Italian,Pizza,,Sickingenstraße 72,Moabit,10553.0
"[52.53052, 13.31619]",Pizza Chief Berlin Moabit,Restaurant,Sickingenstraße 56 Moabit 10553 Berlin,Italian,Pizza,,Sickingenstraße 56,Moabit,10553.0
"[52.52871, 13.31861]",Hallo Pizza!,Restaurant,Huttenstraße 22 Moabit 10553 Berlin,Pizza,,,Huttenstraße 22,Moabit,10553.0
"[52.52774, 13.32718]",Big Bascha,Restaurant,Huttenstraße 5 Moabit 10553 Berlin,Middle Eastern,Lebanese,,Huttenstraße 5,Moabit,10553.0
"[52.53032, 13.32883]",Beussel Grill,Restaurant,Beusselstraße 31 Moabit 10553 Berlin,American,,,Beusselstraße 31,Moabit,10553.0
"[52.52678, 13.31853]",Awa Saal,Business/Industry,Wiebestraße 49 Moabit 10553 Berlin,,,,Wiebestraße 49,Moabit,10553.0
"[52.5303, 13.31929]",Pan Classica Gastronomie im Meilenwerk,Restaurant,Wiebestraße Moabit 10553 Berlin,,,,Wiebestraße,Moabit,10553.0
"[52.53069, 13.31714]",Pan Classica Gastronomie und Automobile,Restaurant,Sickingenstraße 57 Moabit 10553 Berlin,,,,Sickingenstraße 57,Moabit,10553.0
"[52.52903, 13.32888]",Antique Lounge,Going Out,Beusselstraße 23 Moabit 10553 Berlin,,,,Beusselstraße 23,Moabit,10553.0
"[52.52727, 13.32808]",Beirut-Express,Restaurant,Huttenstraße 72 Moabit 10553 Berlin,Lebanese,,,Huttenstraße 72,Moabit,10553.0
"[52.52803, 13.32892]",Berlin Döner Kebap,Restaurant,Beusselstraße 17 Moabit 10553 Berlin,Middle Eastern,,,Beusselstraße 17,Moabit,10553.0
"[52.52522, 13.32985]",Freddy Leck,Restaurant,Gotzkowskystraße 11 Moabit 10555 Berlin,,,,Gotzkowskystraße 11,Moabit,10555.0
"[52.53082, 13.31903]",Classic Driver Food Concept,Restaurant,Wiebestraße 36 Moabit 10553 Berlin,,,,Wiebestraße 36,Moabit,10553.0
"[52.52793, 13.32608]",Cafe Perle,Restaurant,Huttenstraße Moabit 10553 Berlin,,,,Huttenstraße,Moabit,10553.0
"[52.52734, 13.32741]",Kanun,Snacks/Fast food,Huttenstraße 70 Moabit 10553 Berlin,Hot Dogs,Chicken,,Huttenstraße 70,Moabit,10553.0
"[52.53082, 13.31903]",Parc Fermé,Restaurant,Wiebestraße 36 Moabit 10553 Berlin,French,,,Wiebestraße 36,Moabit,10553.0
"[52.52713, 13.32936]",Schrippe Oder Stulle,Restaurant,Turmstraße 62 Moabit 10551 Berlin,Soup,,,Turmstraße 62,Moabit,10551.0
"[52.52774, 13.32718]",Fam Dang,Restaurant,Huttenstraße 5 Moabit 10553 Berlin,Asian,Vietnamese,,Huttenstraße 5,Moabit,10553.0
"[52.52532, 13.329872]",An Nam,Restaurant,Gotzkowskystraße 10 Moabit 10555 Berlin,Thai,Asian,,Gotzkowskystraße 10,Moabit,10555.0
"[52.53274, 13.32878]",Cf-Gastro Service,Restaurant,Beusselstraße 44 Moabit 10553 Berlin,,,,Beusselstraße 44,Moabit,10553.0
"[52.53116, 13.32682]",Kafe Elegans,Restaurant,Rostocker Straße 21 Moabit 10553 Berlin,,,,Rostocker Straße 21,Moabit,10553.0
"[52.52792, 13.32638]",Zam Zam,Restaurant,Huttenstraße 6 Moabit 10553 Berlin,Asian,Indian,,Huttenstraße 6,Moabit,10553.0
"[52.5275, 13.3295]",Yolo Döner,Restaurant,Turmstraße 59 Moabit 10551 Berlin,Middle Eastern,Barbecue,,Turmstraße 59,Moabit,10551.0
"[52.52844, 13.32842]",Beussel 71,Restaurant,Beusselstraße 71 Moabit 10553 Berlin,German,,,Beusselstraße 71,Moabit,10553.0
"[52.52829, 13.32843]",Luong Tang Asia Snack,Restaurant,Beusselstraße 72 Moabit 10553 Berlin,Asian,Vietnamese,,Beusselstraße 72,Moabit,10553.0
"[52.52773, 13.32836]",Curry 76,Restaurant,Beusselstraße 76 Moabit 10553 Berlin,German,,,Beusselstraße 76,Moabit,10553.0
"[52.52585, 13.3243]",Il Pranzetto da Ciro,Restaurant,Reuchlinstraße 2 Moabit 10553 Berlin,Italian,,,Reuchlinstraße 2,Moabit,10553.0
"[52.52871, 13.31861]",Good Rice,Restaurant,Huttenstraße 22 Moabit 10553 Berlin,Asian,Japanese - Sushi,,Huttenstraße 22,Moabit,10553.0
"[52.52765, 13.32797]",Al Reda,Restaurant,Huttenstraße 2 Moabit 10553 Berlin,Middle Eastern,Lebanese,,Huttenstraße 2,Moabit,10553.0
"[52.52829, 13.32843]",Na Go Ya Sushi,Restaurant,Beusselstraße 72 Moabit 10553 Berlin,Asian,Japanese - Sushi,,Beusselstraße 72,Moabit,10553.0
"[52.52204, 13.32672]",Esa Noa,Restaurant,Helmholtzstraße 24 Charlottenburg 10587 Berlin,German,French,,Helmholtzstraße 24,Charlottenburg,10587.0
"[52.52435, 13.32964]",Ya - Man Caribbean Soul Food,Restaurant,Gotzkowskystraße 17 Moabit 10555 Berlin,Caribbean,American,,Gotzkowskystraße 17,Moabit,10555.0
"[52.52435, 13.33205]",Apna Punjab,Restaurant,AltMoabit 44 Moabit 10555 Berlin,Asian,Indian,,AltMoabit 44,Moabit,10555.0
"[52.52774, 13.3304]",Garcia,Restaurant,Waldstraße 59 Moabit 10551 Berlin,Breakfast,Natural/Healthy,,Waldstraße 59,Moabit,10551.0
"[52.53278, 13.33387]",Crunch Kantine,Restaurant,Siemensstraße 16 Moabit 10551 Berlin,Fusion,Natural/Healthy,,Siemensstraße 16,Moabit,10551.0
"[52.52565, 13.33294]",Mauerwerk,Bar/Pub,Zwinglistraße 7 Moabit 10555 Berlin,,,,Zwinglistraße 7,Moabit,10555.0
"[52.53355, 13.33701]",Zk/U - Zentrum für Kunst und Urbanistik,Restaurant,Siemensstraße 27 Moabit 10551 Berlin,,,,Siemensstraße 27,Moabit,10551.0
"[52.52609, 13.33007]",Burgerme,Snacks/Fast food,Gotzkowskystraße 7 Moabit 10555 Berlin,Burgers,Barbecue,,Gotzkowskystraße 7,Moabit,10555.0
"[52.5272, 13.33252]",Burger Turm,Restaurant,Turmstraße 49 Moabit 10551 Berlin,Burgers,American,,Turmstraße 49,Moabit,10551.0
"[52.52449, 13.33492]",Domino's Pizza,Restaurant,AltMoabit 79 Moabit 10555 Berlin,Pizza,German,,AltMoabit 79,Moabit,10555.0
"[52.52204, 13.32672]",Rosso,Restaurant,Helmholtzstraße 24 Charlottenburg 10587 Berlin,Italian,Pizza,,Helmholtzstraße 24,Charlottenburg,10587.0
"[52.52102, 13.32753]",Meine Mama,Restaurant,Franklinstraße 21 Charlottenburg 10587 Berlin,International,,,Franklinstraße 21,Charlottenburg,10587.0
"[52.52403, 13.33026]",Focaccia,Restaurant,AltMoabit 51 Moabit 10555 Berlin,Italian,Pizza,,AltMoabit 51,Moabit,10555.0
"[52.52178, 13.32204]",Frische Paradies Berlin,Food & Drink,Morsestraße 2 Charlottenburg 10587 Berlin,International,European,,Morsestraße 2,Charlottenburg,10587.0
"[52.52403, 13.33026]",Lal Haweli,Restaurant,AltMoabit 51 Moabit 10555 Berlin,,,,AltMoabit 51,Moabit,10555.0
"[52.52674, 13.33741]",Favorit Kebab,Restaurant,Turmstraße 35A Moabit 10551 Berlin,Middle Eastern,Turkish,,Turmstraße 35A,Moabit,10551.0
"[52.52493, 13.32632]",Il Baretto,Restaurant,KaiserinAugustaAllee 4 Moabit 10553 Berlin,Natural/Healthy,Pizza,,KaiserinAugustaAllee 4,Moabit,10553.0
"[52.5273, 13.33145]",Hoa Sushi,Restaurant,Turmstraße 53 Moabit 10551 Berlin,Asian,Japanese - Sushi,,Turmstraße 53,Moabit,10551.0
"[52.52179, 13.32527]",Il Pozzetto,Restaurant,Helmholtzstraße 30 Charlottenburg 10587 Berlin,,,,Helmholtzstraße 30,Charlottenburg,10587.0
"[52.52176, 13.3268]",Kim Thanh,Restaurant,Helmholtzstraße 15 Charlottenburg 10587 Berlin,German,Fusion,,Helmholtzstraße 15,Charlottenburg,10587.0
"[52.52411, 13.33281]",Pizza Pasta,Restaurant,AltMoabit 73A Moabit 10555 Berlin,Italian,Pizza,,AltMoabit 73A,Moabit,10555.0
"[52.52413, 13.33085]",Mamma Dina,Restaurant,AltMoabit 49 Moabit 10555 Berlin,Italian,,,AltMoabit 49,Moabit,10555.0
"[52.52684, 13.33636]",Aspawa Patisserie Cafe & Frühstückshaus,Restaurant,Turmstraße 39 Moabit 10551 Berlin,Breakfast,,,Turmstraße 39,Moabit,10551.0
"[52.53064, 13.33508]",Nord West Oase,Restaurant,Wiclefstraße 17 Moabit 10551 Berlin,Brewpub,,,Wiclefstraße 17,Moabit,10551.0
"[52.52411, 13.32896]",Taste,Restaurant,AltMoabit 54 Moabit 10555 Berlin,Asian,German,,AltMoabit 54,Moabit,10555.0
"[52.52413, 13.33085]",Sancho Panza,Restaurant,AltMoabit 49 Moabit 10555 Berlin,Spanish,Mediterranean,,AltMoabit 49,Moabit,10555.0
"[52.52638, 13.33735]",Grillhahnchen,Restaurant,Turmstraße 82 Moabit 10551 Berlin,,,,Turmstraße 82,Moabit,10551.0
"[52.52459, 13.33018]",Maharadsch,Restaurant,Gotzkowskystraße 25 Moabit 10555 Berlin,Asian,Indian,,Gotzkowskystraße 25,Moabit,10555.0
"[52.52425, 13.33152]",Kaffe Klick,Restaurant,AltMoabit 46 Moabit 10555 Berlin,,,,AltMoabit 46,Moabit,10555.0
"[52.52623, 13.3301]",Sun Fat,Restaurant,Gotzkowskystraße 6 Moabit 10555 Berlin,Asian,Chinese,,Gotzkowskystraße 6,Moabit,10555.0
"[52.52411, 13.33281]",Amore E Pace,Restaurant,AltMoabit 73A Moabit 10555 Berlin,Italian,Pizza,,AltMoabit 73A,Moabit,10555.0
"[52.52708, 13.32992]",La Mandria,Restaurant,Turmstraße 64 Moabit 10551 Berlin,Italian,Pizza,,Turmstraße 64,Moabit,10551.0
"[52.52853, 13.3306]",Ristorante la Tettoia,Restaurant,Waldstraße 55 Moabit 10551 Berlin,Italian,Pizza,,Waldstraße 55,Moabit,10551.0
"[52.52342, 13.32246]",Lunch and More,Restaurant,Pascalstraße 10 Charlottenburg 10587 Berlin,International,,,Pascalstraße 10,Charlottenburg,10587.0
"[52.53108, 13.33037]",Wiclef' S,Restaurant,Wiclefstraße 30 Moabit 10551 Berlin,European,,,Wiclefstraße 30,Moabit,10551.0
"[52.52834, 13.33115]",Holzwurm,Restaurant,Waldstraße 6 Moabit 10551 Berlin,,,,Waldstraße 6,Moabit,10551.0
"[52.52234, 13.32429]",Nikko - Japanische Küche,Restaurant,Hallerstraße 28 Charlottenburg 10587 Berlin,Asian,Japanese - Sushi,,Hallerstraße 28,Charlottenburg,10587.0
"[52.52687, 13.33603]",Flying Fisch,Snacks/Fast food,Turmstraße 40 Moabit 10551 Berlin,Hot Dogs,Seafood,,Turmstraße 40,Moabit,10551.0
"[52.52067, 13.32798]",Einstein Kaffee Coffeeshop,Coffee/Tea,Franklinstraße 12 Charlottenburg 10587 Berlin,,,,Franklinstraße 12,Charlottenburg,10587.0
"[52.52137, 13.32289]",Modo Mio,Restaurant,Morsestraße 5 Charlottenburg 10587 Berlin,Italian,Pizza,,Morsestraße 5,Charlottenburg,10587.0
"[52.526959, 13.3351]",Bio Company,Food & Drink,Turmstraße 42 Moabit 10551 Berlin,,,,Turmstraße 42,Moabit,10551.0
"[52.52421, 13.3313]",Hafis,Restaurant,AltMoabit 47 Moabit 10555 Berlin,Middle Eastern,,,AltMoabit 47,Moabit,10555.0
"[52.524, 13.32939]",Döner Kebabhaus,Restaurant,AltMoabit 52 Moabit 10555 Berlin,Middle Eastern,,,AltMoabit 52,Moabit,10555.0
"[52.52191, 13.32593]",Back Snack Bar,Restaurant,Helmholtzstraße 27 Charlottenburg 10587 Berlin,Burgers,Sandwiches,,Helmholtzstraße 27,Charlottenburg,10587.0
"[52.52556, 13.31133]",Timeless,Restaurant,KaiserinAugustaAllee 92 Charlottenburg 10589 Berlin,Mexican,,,KaiserinAugustaAllee 92,Charlottenburg,10589.0
"[52.52556, 13.30943]",Il Piccolo,Restaurant,KaiserinAugustaAllee 89 Charlottenburg 10589 Berlin,Italian,,,KaiserinAugustaAllee 89,Charlottenburg,10589.0
"[52.52594, 13.31225]",Da Lio,Restaurant,KaiserinAugustaAllee 37 Charlottenburg 10589 Berlin,Italian,Pizza,,KaiserinAugustaAllee 37,Charlottenburg,10589.0
"[52.5259, 13.30786]",Addis-Abeba-Restaurant,Restaurant,KaiserinAugustaAllee 46 Charlottenburg 10589 Berlin,Ethiopian,,,KaiserinAugustaAllee 46,Charlottenburg,10589.0
"[52.58805, 13.42779]",telepizza,Restaurant,Blankenburger Straße 149 Französisch Buchholz 13127 Berlin,Pizza,,,Blankenburger Straße 149 Französisch,Buchholz,13127.0
"[52.58827, 13.41235]",Restaurant Phaeton,Restaurant,Charlottenstraße 8 Niederschönhausen 13156 Berlin,Greek,International,,Charlottenstraße 8,Niederschönhausen,13156.0
"[52.58522, 13.42856]",Cafe Pankow,Bar/Pub,Pankower Straße 29 Französisch Buchholz 13127 Berlin,,,,Pankower Straße 29 Französisch,Buchholz,13127.0
"[52.58846, 13.4363]",Seerestaurant Panke,Restaurant,Steinsperlingweg Französisch Buchholz 13129 Berlin,,,,Steinsperlingweg Französisch,Buchholz,13129.0
"[52.58489, 13.4286]",Barbels Bistro,Restaurant,Pasewalker Straße 13 Französisch Buchholz 13127 Berlin,Burgers,,,Pasewalker Straße 13 Französisch,Buchholz,13127.0
"[52.57861, 13.42314]",Cafe Lindengarten,Restaurant,Prießnitzstraße 9 Pankow 13187 Berlin,German,,,Prießnitzstraße 9,Pankow,13187.0
"[52.58708, 13.40204]",Eiscafé degli Angeli,Restaurant,Dietzgenstraße 68 Niederschönhausen 13156 Berlin,Ice cream,,,Dietzgenstraße 68,Niederschönhausen,13156.0
"[52.58777, 13.40201]",Ristorante Francavilla,Restaurant,Dietzgenstraße 70 Niederschönhausen 13156 Berlin,Italian,Pizza,,Dietzgenstraße 70,Niederschönhausen,13156.0
"[52.58663, 13.40177]",Trattoria Pasta degli Angeli,Restaurant,Dietzgenstraße 63 Niederschönhausen 13156 Berlin,Italian,Pizza,,Dietzgenstraße 63,Niederschönhausen,13156.0
"[52.57338, 13.41252]",Schonholz Brasserie,Restaurant,Wolfshagener Straße 87 Pankow 13187 Berlin,German,French,,Wolfshagener Straße 87,Pankow,13187.0
"[52.43557, 13.4156]",Café am See Britzer Garten,Restaurant,Mohriner Allee 145 Britz 12347 Berlin,Mediterranean,German,,Mohriner Allee 145,Britz,12347.0
"[52.44025, 13.41634]",Toscana,Restaurant,Mohriner Allee 122 Britz 12347 Berlin,Italian,Pizza,,Mohriner Allee 122,Britz,12347.0
"[52.43557, 13.4156]",Café am See,Restaurant,Mohriner Allee Britz 12347 Berlin,,,,Mohriner Allee,Britz,12347.0
"[52.44294, 13.42687]",Royal Gourmet,Restaurant,Mohriner Allee 50 Britz 12347 Berlin,Asian,Chinese,,Mohriner Allee 50,Britz,12347.0
"[52.43893, 13.4271]",Dauerkleingartenanlage Marienfelder Weg,Restaurant,DeutschKronerRing 25 Britz 12349 Berlin,German,,,DeutschKronerRing 25,Britz,12349.0
"[52.44002, 13.43428]",Asian Imbiss To-Chau,Snacks/Fast food,Buckower Damm 50 Britz 12349 Berlin,Asian,,,Buckower Damm 50,Britz,12349.0
"[52.44474, 13.41626]",Gartenkolonie Guter Wille,Restaurant,Koppelweg 102 Britz 12347 Berlin,German,,,Koppelweg 102,Britz,12347.0
"[52.41307, 13.56431]",Domino's Pizza,Restaurant,Am Falkenberg 108 Altglienicke 12524 Berlin,Pizza,,,Am Falkenberg 108,Altglienicke,12524.0
"[52.41308, 13.57187]",City Döner & Cafe Zara,Coffee/Tea,BrunoTautStraße 2 Altglienicke 12524 Berlin,Middle Eastern,,,BrunoTautStraße 2,Altglienicke,12524.0
"[52.41269, 13.57242]",Grünau Solaris,Restaurant,BrunoTautStraße 1 Altglienicke 12524 Berlin,Asian,Chinese,,BrunoTautStraße 1,Altglienicke,12524.0
"[52.41269, 13.57242]",Fleischerei Vogel,Restaurant,BrunoTautStraße 1 Altglienicke 12524 Berlin,German,,,BrunoTautStraße 1,Altglienicke,12524.0
"[52.41133, 13.57304]",Rhodos,Restaurant,Richterstraße 9 Altglienicke 12526 Berlin,,,,Richterstraße 9,Altglienicke,12526.0
"[52.41156, 13.57351]",Vietnam Kuche,Restaurant,Gründerstraße 3 Grünau 12526 Berlin,Thai,Asian,,Gründerstraße 3,Grünau,12526.0
"[52.412698, 13.572286]",Schreiber's Fischwaren,Food & Drink,Richterstraße Altglienicke 12526 Berlin,Seafood,,,Richterstraße,Altglienicke,12526.0
"[52.41303, 13.57209]",Cua Tung,Restaurant,BrunoTautStraße 1 Altglienicke 12524 Berlin,Asian,Chinese,,BrunoTautStraße 1,Altglienicke,12524.0
"[52.4085, 13.58245]",Ristorante Il Gatto - Waldkater,Restaurant,Adlergestell 575 Grünau 12527 Berlin,Italian,Pizza,,Adlergestell 575,Grünau,12527.0
"[52.40436, 13.57324]",La Dolce Vita,Restaurant,Waltersdorfer Straße 1 Bohnsdorf 12526 Berlin,Italian,Pizza,,Waltersdorfer Straße 1,Bohnsdorf,12526.0
"[52.52676, 13.21937]",Treff Bistro,Restaurant,Ruhlebener Straße 136 Wilhelmstadt 13597 Berlin,German,,,Ruhlebener Straße 136,Wilhelmstadt,13597.0
"[52.527249, 13.232215]",BURGER KING,Restaurant,Charlottenburger Chaussee 51 Spandau 13597 Berlin,,,,Charlottenburger Chaussee 51,Spandau,13597.0
"[52.52897, 13.2144]",Luna Restaurant,Business/Industry,Gewerbehof 9 Spandau 13597 Berlin,,,,Gewerbehof 9,Spandau,13597.0
"[52.53258, 13.20998]",Panorama Restaurant Sky Tower,Restaurant,Freiheit 5 Spandau 13597 Berlin,German,,,Freiheit 5,Spandau,13597.0
"[52.5274, 13.2124]",Restaurant Ramazzotti,Restaurant,Ruhlebener Straße 18 Spandau 13597 Berlin,Italian,Pizza,,Ruhlebener Straße 18,Spandau,13597.0
"[52.532247, 13.2089]",Food Stop,Restaurant,Freiheit 54 Spandau 13597 Berlin,,,,Freiheit 54,Spandau,13597.0
"[52.53777, 13.21626]",All Seasons,Restaurant,Am Juliusturm 53 Haselhorst 13599 Berlin,Chinese - Cantonese,Asian,,Am Juliusturm 53,Haselhorst,13599.0
"[52.535005, 13.225053]",Kantine der Berliner Wasserbetriebe,Restaurant,Sophienwerderweg Haselhorst 13597 Berlin,,,,Sophienwerderweg,Haselhorst,13597.0
"[52.53228, 13.208957]",Adulas Bude,Restaurant,Freiheit 54 Spandau 13597 Berlin,Lebanese,,,Freiheit 54,Spandau,13597.0
"[52.52947, 13.21263]",Domino-Service,Restaurant,Pichelswerderstraße 6 Spandau 13597 Berlin,Pizza,,,Pichelswerderstraße 6,Spandau,13597.0
"[52.53615, 13.22363]",Berlinimbiss Schlemmer-Paradies,Restaurant,Am Juliusturm 29 Haselhorst 13599 Berlin,,,,Am Juliusturm 29,Haselhorst,13599.0
"[52.53468, 13.19843]",SUBWAY,Restaurant,Seegefelder Straße 1 Spandau 13597 Berlin,Sandwiches,,,Seegefelder Straße 1,Spandau,13597.0
"[52.53159, 13.19692]",Beyzade Restaurant,Restaurant,Klosterstraße 10 Spandau 13581 Berlin,Turkish,Mediterranean,,Klosterstraße 10,Spandau,13581.0
"[52.53205, 13.1982]",Cappuccino,Restaurant,Klosterstraße 34 Spandau 13581 Berlin,Italian,Pizza,,Klosterstraße 34,Spandau,13581.0
"[52.53121, 13.19661]",Waffle Crush,Restaurant,Klosterstraße 12 Spandau 13581 Berlin,,,,Klosterstraße 12,Spandau,13581.0
"[52.53534, 13.19933]",Florida Eiscafé,Coffee/Tea,Altstädter Ring 1 Spandau 13597 Berlin,Ice cream,,,Altstädter Ring 1,Spandau,13597.0
"[52.53152, 13.19676]",Teehaus im Englischen Garten,Bar/Pub,Altonaer Straße 2 Spandau 13581 Berlin,,,,Altonaer Straße 2,Spandau,13581.0
"[52.5327, 13.19786]",Spandauer Bierbrunnen,Restaurant,Klosterstraße 5 Spandau 13581 Berlin,German,European,,Klosterstraße 5,Spandau,13581.0
"[52.53074, 13.19613]",Burger Route,Snacks/Fast food,Klosterstraße 14 Spandau 13581 Berlin,Burgers,,,Klosterstraße 14,Spandau,13581.0
"[52.53181, 13.20454]",Pan Rolf,Restaurant,Grunewaldstraße 4 Spandau 13597 Berlin,,,,Grunewaldstraße 4,Spandau,13597.0
"[52.533, 13.20749]",Kaiserhof,Restaurant,Stresowstraße 2 Spandau 13597 Berlin,German,,,Stresowstraße 2,Spandau,13597.0
"[52.53548, 13.20241]",Cafe & Bistro Unvernunft,Restaurant,Mauerstraße 6 Spandau 13597 Berlin,,,,Mauerstraße 6,Spandau,13597.0
"[52.53307, 13.20503]",Gandhi,Restaurant,Stresowplatz 11 Spandau 13597 Berlin,Asian,Indian,,Stresowplatz 11,Spandau,13597.0
"[52.53249, 13.19768]",Goldene Drachen,Restaurant,Klosterstraße 5A Spandau 13581 Berlin,Asian,Japanese - Sushi,,Klosterstraße 5A,Spandau,13581.0
"[52.53324, 13.1982]",Thai-Nippon-Sushi-Bar,Restaurant,Klosterstraße 3 Spandau 13581 Berlin,Thai,Asian,,Klosterstraße 3,Spandau,13581.0
"[52.53324, 13.1982]",Kentucky Fried Chicken,Restaurant,Klosterstraße 3 Spandau 13581 Berlin,Burgers,Chicken,,Klosterstraße 3,Spandau,13581.0
"[52.53324, 13.1982]",Lindner,Snacks/Fast food,Klosterstraße 3 Spandau 13581 Berlin,Sandwiches,,,Klosterstraße 3,Spandau,13581.0
"[52.53249, 13.19768]",Sunset Beach,Bar/Pub,Klosterstraße 5A Spandau 13581 Berlin,Grill,,,Klosterstraße 5A,Spandau,13581.0
"[52.53324, 13.1982]",Thang Long,Restaurant,Klosterstraße 3 Spandau 13581 Berlin,Asian,Chinese,,Klosterstraße 3,Spandau,13581.0
"[52.53324, 13.1982]",Fantasia del Gelato,Coffee/Tea,Klosterstraße 3 Spandau 13581 Berlin,Ice cream,Pizza,,Klosterstraße 3,Spandau,13581.0
